party,group_type,group,vote_share_weighted_valid,survey_year,survey_quarter,sample_confidence,n_valid_vote_unweighted,include_in_time_trend
ΣΥΡΙΖΑ,region_group,Δυτική Μακεδονία,27.6592,2022,Q4,low,43,True
other_party,region_group,Θεσσαλία,6.9126,2022,Q4,low,92,True
Ελληνική Λύση,region_group,Θεσσαλία,2.9951,2022,Q4,low,92,True
ΚΚΕ,region_group,Θεσσαλία,3.1219,2022,Q4,low,92,True
ΜέΡΑ25,region_group,Θεσσαλία,8.9595,2022,Q4,low,92,True
ΝΔ,region_group,Θεσσαλία,34.5526,2022,Q4,low,92,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Θεσσαλία,10.7011,2022,Q4,low,92,True
ΣΥΡΙΖΑ,region_group,Θεσσαλία,32.7573,2022,Q4,low,92,True
other_party,region_group,Ιόνια νησιά,9.2998,2022,Q4,low,44,True
Ελληνική Λύση,region_group,Ιόνια νησιά,1.6262,2022,Q4,low,44,True
ΚΚΕ,region_group,Ιόνια νησιά,4.4825,2022,Q4,low,44,True
ΜέΡΑ25,region_group,Ιόνια νησιά,5.7835,2022,Q4,low,44,True
ΝΔ,region_group,Ιόνια νησιά,33.5434,2022,Q4,low,44,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Ιόνια νησιά,8.5495,2022,Q4,low,44,True
ΣΥΡΙΖΑ,region_group,Ιόνια νησιά,36.715,2022,Q4,low,44,True
other_party,region_group,Κεντρική Μακεδονία,5.3483,2022,Q4,medium,263,True
Ελληνική Λύση,region_group,Κεντρική Μακεδονία,5.4845,2022,Q4,medium,263,True
ΚΚΕ,region_group,Κεντρική Μακεδονία,8.0284,2022,Q4,medium,263,True
ΜέΡΑ25,region_group,Κεντρική Μακεδονία,5.6649,2022,Q4,medium,263,True
ΝΔ,region_group,Κεντρική Μακεδονία,38.6223,2022,Q4,medium,263,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Κεντρική Μακεδονία,12.9833,2022,Q4,medium,263,True
ΣΥΡΙΖΑ,region_group,Κεντρική Μακεδονία,19.7366,2022,Q4,medium,263,True
Χρυσή Αυγή,region_group,Κεντρική Μακεδονία,4.1318,2022,Q4,medium,263,True
other_party,region_group,Κρήτη,4.0084,2022,Q4,low,98,True
Ελληνική Λύση,region_group,Κρήτη,4.3229,2022,Q4,low,98,True
ΚΚΕ,region_group,Κρήτη,9.1625,2022,Q4,low,98,True
ΜέΡΑ25,region_group,Κρήτη,4.1185,2022,Q4,low,98,True
ΝΔ,region_group,Κρήτη,28.2266,2022,Q4,low,98,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Κρήτη,16.2099,2022,Q4,low,98,True
ΣΥΡΙΖΑ,region_group,Κρήτη,31.9275,2022,Q4,low,98,True
Χρυσή Αυγή,region_group,Κρήτη,2.0237,2022,Q4,low,98,True
other_party,region_group,Νότιο Αιγαίο,3.4827,2022,Q4,low,61,True
Ελληνική Λύση,region_group,Νότιο Αιγαίο,1.8002,2022,Q4,low,61,True
ΚΚΕ,region_group,Νότιο Αιγαίο,8.6536,2022,Q4,low,61,True
ΜέΡΑ25,region_group,Νότιο Αιγαίο,1.4699,2022,Q4,low,61,True
ΝΔ,region_group,Νότιο Αιγαίο,40.5039,2022,Q4,low,61,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Νότιο Αιγαίο,14.8075,2022,Q4,low,61,True
ΣΥΡΙΖΑ,region_group,Νότιο Αιγαίο,29.2823,2022,Q4,low,61,True
other_party,region_group,Πελοπόννησος,3.4907,2022,Q4,low,99,True
Ελληνική Λύση,region_group,Πελοπόννησος,2.4174,2022,Q4,low,99,True
ΚΚΕ,region_group,Πελοπόννησος,2.6597,2022,Q4,low,99,True
ΜέΡΑ25,region_group,Πελοπόννησος,1.2534,2022,Q4,low,99,True
ΝΔ,region_group,Πελοπόννησος,50.4542,2022,Q4,low,99,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Πελοπόννησος,20.7279,2022,Q4,low,99,True
Πλεύση Ελευθερίας,region_group,Πελοπόννησος,0.7723,2022,Q4,low,99,True
ΣΥΡΙΖΑ,region_group,Πελοπόννησος,16.4766,2022,Q4,low,99,True
Χρυσή Αυγή,region_group,Πελοπόννησος,1.7477,2022,Q4,low,99,True
other_party,region_group,Στερεά Ελλάδα,7.2404,2022,Q4,low,70,True
Ελληνική Λύση,region_group,Στερεά Ελλάδα,3.9528,2022,Q4,low,70,True
ΜέΡΑ25,region_group,Στερεά Ελλάδα,0.6958,2022,Q4,low,70,True
ΝΔ,region_group,Στερεά Ελλάδα,36.3577,2022,Q4,low,70,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Στερεά Ελλάδα,13.8269,2022,Q4,low,70,True
Πλεύση Ελευθερίας,region_group,Στερεά Ελλάδα,2.4505,2022,Q4,low,70,True
ΣΥΡΙΖΑ,region_group,Στερεά Ελλάδα,35.476,2022,Q4,low,70,True
other_party,gender,female,7.335,2018,Q2,high,409,True
Ένωση Κεντρώων,gender,female,2.6895,2018,Q2,high,409,True
ΑΝΕΛ,gender,female,0.978,2018,Q2,high,409,True
Ελληνική Λύση,gender,female,2.2005,2018,Q2,high,409,True
ΚΚΕ,gender,female,6.846,2018,Q2,high,409,True
ΝΔ,gender,female,30.8068,2018,Q2,high,409,True
ΠΑΣΟΚ/ΚΙΝΑΛ,gender,female,4.89,2018,Q2,high,409,True
Πλεύση Ελευθερίας,gender,female,1.467,2018,Q2,high,409,True
ΣΥΡΙΖΑ,gender,female,33.7408,2018,Q2,high,409,True
Χρυσή Αυγή,gender,female,9.0465,2018,Q2,high,409,True
other_party,gender,male,9.0689,2018,Q2,high,827,True
Ένωση Κεντρώων,gender,male,1.6929,2018,Q2,high,827,True
ΑΝΕΛ,gender,male,1.3301,2018,Q2,high,827,True
Ελληνική Λύση,gender,male,2.4184,2018,Q2,high,827,True
ΚΚΕ,gender,male,3.9903,2018,Q2,high,827,True
ΜέΡΑ25,gender,male,1.0883,2018,Q2,high,827,True
ΝΔ,gender,male,30.1088,2018,Q2,high,827,True
ΠΑΣΟΚ/ΚΙΝΑΛ,gender,male,12.8174,2018,Q2,high,827,True
Πλεύση Ελευθερίας,gender,male,0.6046,2018,Q2,high,827,True
ΣΥΡΙΖΑ,gender,male,28.1741,2018,Q2,high,827,True
Χρυσή Αυγή,gender,male,8.7062,2018,Q2,high,827,True
other_party,age_group,18-24,9.2308,2018,Q2,medium,130,True
Ένωση Κεντρώων,age_group,18-24,3.0769,2018,Q2,medium,130,True
ΑΝΕΛ,age_group,18-24,0.7692,2018,Q2,medium,130,True
Ελληνική Λύση,age_group,18-24,3.0769,2018,Q2,medium,130,True
ΚΚΕ,age_group,18-24,8.4615,2018,Q2,medium,130,True
ΜέΡΑ25,age_group,18-24,3.8462,2018,Q2,medium,130,True
ΝΔ,age_group,18-24,28.4615,2018,Q2,medium,130,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,18-24,7.6923,2018,Q2,medium,130,True
Πλεύση Ελευθερίας,age_group,18-24,0.7692,2018,Q2,medium,130,True
ΣΥΡΙΖΑ,age_group,18-24,25.3846,2018,Q2,medium,130,True
Χρυσή Αυγή,age_group,18-24,9.2308,2018,Q2,medium,130,True
other_party,age_group,25-39,6.8293,2018,Q2,medium,205,True
Ένωση Κεντρώων,age_group,25-39,2.439,2018,Q2,medium,205,True
ΑΝΕΛ,age_group,25-39,1.4634,2018,Q2,medium,205,True
Ελληνική Λύση,age_group,25-39,1.9512,2018,Q2,medium,205,True
ΚΚΕ,age_group,25-39,6.8293,2018,Q2,medium,205,True
ΜέΡΑ25,age_group,25-39,0.9756,2018,Q2,medium,205,True
ΝΔ,age_group,25-39,25.8537,2018,Q2,medium,205,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,25-39,10.7317,2018,Q2,medium,205,True
Πλεύση Ελευθερίας,age_group,25-39,1.4634,2018,Q2,medium,205,True
ΣΥΡΙΖΑ,age_group,25-39,25.8537,2018,Q2,medium,205,True
Χρυσή Αυγή,age_group,25-39,15.6098,2018,Q2,medium,205,True
other_party,age_group,40-54,9.0708,2018,Q2,high,452,True
Ένωση Κεντρώων,age_group,40-54,2.8761,2018,Q2,high,452,True
ΑΝΕΛ,age_group,40-54,1.5487,2018,Q2,high,452,True
Ελληνική Λύση,age_group,40-54,3.0973,2018,Q2,high,452,True
ΚΚΕ,age_group,40-54,3.5398,2018,Q2,high,452,True
ΜέΡΑ25,age_group,40-54,0.2212,2018,Q2,high,452,True
ΝΔ,age_group,40-54,30.531,2018,Q2,high,452,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,40-54,10.6195,2018,Q2,high,452,True
Πλεύση Ελευθερίας,age_group,40-54,1.5487,2018,Q2,high,452,True
ΣΥΡΙΖΑ,age_group,40-54,28.5398,2018,Q2,high,452,True
Χρυσή Αυγή,age_group,40-54,8.4071,2018,Q2,high,452,True
other_party,age_group,55+,8.4821,2018,Q2,high,448,True
Ένωση Κεντρώων,age_group,55+,0.6696,2018,Q2,high,448,True
ΑΝΕΛ,age_group,55+,0.8929,2018,Q2,high,448,True
Ελληνική Λύση,age_group,55+,1.5625,2018,Q2,high,448,True
ΚΚΕ,age_group,55+,4.4643,2018,Q2,high,448,True
ΜέΡΑ25,age_group,55+,0.2232,2018,Q2,high,448,True
ΝΔ,age_group,55+,32.5893,2018,Q2,high,448,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,55+,10.2679,2018,Q2,high,448,True
ΣΥΡΙΖΑ,age_group,55+,34.8214,2018,Q2,high,448,True
Χρυσή Αυγή,age_group,55+,6.0268,2018,Q2,high,448,True
other_party,education_group,high_education,8.3777,2018,Q2,high,752,True
Ένωση Κεντρώων,education_group,high_education,1.7287,2018,Q2,high,752,True
ΑΝΕΛ,education_group,high_education,1.0638,2018,Q2,high,752,True
Ελληνική Λύση,education_group,high_education,1.8617,2018,Q2,high,752,True
ΚΚΕ,education_group,high_education,3.4574,2018,Q2,high,752,True
ΜέΡΑ25,education_group,high_education,0.7979,2018,Q2,high,752,True
ΝΔ,education_group,high_education,30.7181,2018,Q2,high,752,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,high_education,11.9681,2018,Q2,high,752,True
Πλεύση Ελευθερίας,education_group,high_education,0.5319,2018,Q2,high,752,True
ΣΥΡΙΖΑ,education_group,high_education,32.8457,2018,Q2,high,752,True
Χρυσή Αυγή,education_group,high_education,6.6489,2018,Q2,high,752,True
other_party,education_group,low_education,9.6774,2018,Q2,low,62,True
ΑΝΕΛ,education_group,low_education,4.8387,2018,Q2,low,62,True
Ελληνική Λύση,education_group,low_education,9.6774,2018,Q2,low,62,True
ΚΚΕ,education_group,low_education,9.6774,2018,Q2,low,62,True
ΝΔ,education_group,low_education,27.4194,2018,Q2,low,62,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,low_education,4.8387,2018,Q2,low,62,True
Πλεύση Ελευθερίας,education_group,low_education,1.6129,2018,Q2,low,62,True
ΣΥΡΙΖΑ,education_group,low_education,20.9677,2018,Q2,low,62,True
Χρυσή Αυγή,education_group,low_education,11.2903,2018,Q2,low,62,True
other_party,education_group,medium_education,7.9518,2018,Q2,high,415,True
Ένωση Κεντρώων,education_group,medium_education,2.6506,2018,Q2,high,415,True
ΑΝΕΛ,education_group,medium_education,0.9639,2018,Q2,high,415,True
Ελληνική Λύση,education_group,medium_education,2.1687,2018,Q2,high,415,True
ΚΚΕ,education_group,medium_education,6.747,2018,Q2,high,415,True
ΜέΡΑ25,education_group,medium_education,0.7229,2018,Q2,high,415,True
ΝΔ,education_group,medium_education,30.3614,2018,Q2,high,415,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,medium_education,7.9518,2018,Q2,high,415,True
Πλεύση Ελευθερίας,education_group,medium_education,1.4458,2018,Q2,high,415,True
ΣΥΡΙΖΑ,education_group,medium_education,26.506,2018,Q2,high,415,True
Χρυσή Αυγή,education_group,medium_education,12.5301,2018,Q2,high,415,True
other_party,education_group,Λ) Δε θέλω να απαντήσω,42.8571,2018,Q2,low,7,True
Ένωση Κεντρώων,education_group,Λ) Δε θέλω να απαντήσω,14.2857,2018,Q2,low,7,True
ΚΚΕ,education_group,Λ) Δε θέλω να απαντήσω,14.2857,2018,Q2,low,7,True
ΝΔ,education_group,Λ) Δε θέλω να απαντήσω,14.2857,2018,Q2,low,7,True
ΣΥΡΙΖΑ,education_group,Λ) Δε θέλω να απαντήσω,14.2857,2018,Q2,low,7,True
other_party,occupation_group,private_sector,7.8189,2018,Q2,medium,243,True
Ένωση Κεντρώων,occupation_group,private_sector,2.0576,2018,Q2,medium,243,True
ΑΝΕΛ,occupation_group,private_sector,0.4115,2018,Q2,medium,243,True
Ελληνική Λύση,occupation_group,private_sector,1.6461,2018,Q2,medium,243,True
ΚΚΕ,occupation_group,private_sector,5.7613,2018,Q2,medium,243,True
ΜέΡΑ25,occupation_group,private_sector,1.6461,2018,Q2,medium,243,True
ΝΔ,occupation_group,private_sector,29.6296,2018,Q2,medium,243,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,private_sector,8.2305,2018,Q2,medium,243,True
Πλεύση Ελευθερίας,occupation_group,private_sector,1.2346,2018,Q2,medium,243,True
ΣΥΡΙΖΑ,occupation_group,private_sector,31.6872,2018,Q2,medium,243,True
Χρυσή Αυγή,occupation_group,private_sector,9.8765,2018,Q2,medium,243,True
other_party,occupation_group,public_sector,9.6234,2018,Q2,medium,239,True
Ένωση Κεντρώων,occupation_group,public_sector,2.5105,2018,Q2,medium,239,True
ΑΝΕΛ,occupation_group,public_sector,3.3473,2018,Q2,medium,239,True
Ελληνική Λύση,occupation_group,public_sector,3.3473,2018,Q2,medium,239,True
ΚΚΕ,occupation_group,public_sector,2.0921,2018,Q2,medium,239,True
ΝΔ,occupation_group,public_sector,25.9414,2018,Q2,medium,239,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,public_sector,13.3891,2018,Q2,medium,239,True
Πλεύση Ελευθερίας,occupation_group,public_sector,0.4184,2018,Q2,medium,239,True
ΣΥΡΙΖΑ,occupation_group,public_sector,32.2176,2018,Q2,medium,239,True
Χρυσή Αυγή,occupation_group,public_sector,7.113,2018,Q2,medium,239,True
other_party,occupation_group,self_employed,9.6774,2018,Q2,medium,279,True
Ένωση Κεντρώων,occupation_group,self_employed,1.7921,2018,Q2,medium,279,True
ΑΝΕΛ,occupation_group,self_employed,0.7168,2018,Q2,medium,279,True
Ελληνική Λύση,occupation_group,self_employed,2.509,2018,Q2,medium,279,True
ΚΚΕ,occupation_group,self_employed,1.7921,2018,Q2,medium,279,True
ΜέΡΑ25,occupation_group,self_employed,0.3584,2018,Q2,medium,279,True
ΝΔ,occupation_group,self_employed,32.2581,2018,Q2,medium,279,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,self_employed,11.4695,2018,Q2,medium,279,True
Πλεύση Ελευθερίας,occupation_group,self_employed,0.7168,2018,Q2,medium,279,True
ΣΥΡΙΖΑ,occupation_group,self_employed,30.8244,2018,Q2,medium,279,True
Χρυσή Αυγή,occupation_group,self_employed,7.8853,2018,Q2,medium,279,True
other_party,occupation_group,Ε) Δεν εργάζομαι,7.7748,2018,Q2,high,373,True
Ένωση Κεντρώων,occupation_group,Ε) Δεν εργάζομαι,2.1448,2018,Q2,high,373,True
ΑΝΕΛ,occupation_group,Ε) Δεν εργάζομαι,0.2681,2018,Q2,high,373,True
Ελληνική Λύση,occupation_group,Ε) Δεν εργάζομαι,2.4129,2018,Q2,high,373,True
ΚΚΕ,occupation_group,Ε) Δεν εργάζομαι,8.8472,2018,Q2,high,373,True
ΜέΡΑ25,occupation_group,Ε) Δεν εργάζομαι,0.8043,2018,Q2,high,373,True
ΝΔ,occupation_group,Ε) Δεν εργάζομαι,32.7078,2018,Q2,high,373,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Ε) Δεν εργάζομαι,8.8472,2018,Q2,high,373,True
Πλεύση Ελευθερίας,occupation_group,Ε) Δεν εργάζομαι,1.0724,2018,Q2,high,373,True
ΣΥΡΙΖΑ,occupation_group,Ε) Δεν εργάζομαι,26.2735,2018,Q2,high,373,True
Χρυσή Αυγή,occupation_group,Ε) Δεν εργάζομαι,8.8472,2018,Q2,high,373,True
other_party,occupation_group,Ζ) Δεν αναζητώ εργασία,5.7143,2018,Q2,low,35,True
ΚΚΕ,occupation_group,Ζ) Δεν αναζητώ εργασία,5.7143,2018,Q2,low,35,True
ΜέΡΑ25,occupation_group,Ζ) Δεν αναζητώ εργασία,2.8571,2018,Q2,low,35,True
ΝΔ,occupation_group,Ζ) Δεν αναζητώ εργασία,20.0,2018,Q2,low,35,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Ζ) Δεν αναζητώ εργασία,14.2857,2018,Q2,low,35,True
ΣΥΡΙΖΑ,occupation_group,Ζ) Δεν αναζητώ εργασία,40.0,2018,Q2,low,35,True
Χρυσή Αυγή,occupation_group,Ζ) Δεν αναζητώ εργασία,11.4286,2018,Q2,low,35,True
other_party,occupation_group,Η) Δε θέλω να απαντήσω,7.4627,2018,Q2,low,67,True
Ένωση Κεντρώων,occupation_group,Η) Δε θέλω να απαντήσω,1.4925,2018,Q2,low,67,True
ΑΝΕΛ,occupation_group,Η) Δε θέλω να απαντήσω,4.4776,2018,Q2,low,67,True
Ελληνική Λύση,occupation_group,Η) Δε θέλω να απαντήσω,1.4925,2018,Q2,low,67,True
ΚΚΕ,occupation_group,Η) Δε θέλω να απαντήσω,2.9851,2018,Q2,low,67,True
ΝΔ,occupation_group,Η) Δε θέλω να απαντήσω,32.8358,2018,Q2,low,67,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Η) Δε θέλω να απαντήσω,5.9701,2018,Q2,low,67,True
Πλεύση Ελευθερίας,occupation_group,Η) Δε θέλω να απαντήσω,1.4925,2018,Q2,low,67,True
ΣΥΡΙΖΑ,occupation_group,Η) Δε θέλω να απαντήσω,28.3582,2018,Q2,low,67,True
Χρυσή Αυγή,occupation_group,Η) Δε θέλω να απαντήσω,13.4328,2018,Q2,low,67,True
other_party,left_right_group,center,6.6879,2018,Q2,high,628,True
Ένωση Κεντρώων,left_right_group,center,3.1847,2018,Q2,high,628,True
ΑΝΕΛ,left_right_group,center,1.5924,2018,Q2,high,628,True
Ελληνική Λύση,left_right_group,center,1.7516,2018,Q2,high,628,True
ΚΚΕ,left_right_group,center,1.7516,2018,Q2,high,628,True
ΜέΡΑ25,left_right_group,center,0.6369,2018,Q2,high,628,True
ΝΔ,left_right_group,center,37.1019,2018,Q2,high,628,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,center,18.3121,2018,Q2,high,628,True
Πλεύση Ελευθερίας,left_right_group,center,1.2739,2018,Q2,high,628,True
ΣΥΡΙΖΑ,left_right_group,center,24.2038,2018,Q2,high,628,True
Χρυσή Αυγή,left_right_group,center,3.5032,2018,Q2,high,628,True
other_party,left_right_group,left,8.8136,2018,Q2,medium,295,True
Ένωση Κεντρώων,left_right_group,left,0.339,2018,Q2,medium,295,True
ΑΝΕΛ,left_right_group,left,0.339,2018,Q2,medium,295,True
ΚΚΕ,left_right_group,left,14.9153,2018,Q2,medium,295,True
ΜέΡΑ25,left_right_group,left,1.6949,2018,Q2,medium,295,True
ΝΔ,left_right_group,left,0.678,2018,Q2,medium,295,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,left,3.3898,2018,Q2,medium,295,True
Πλεύση Ελευθερίας,left_right_group,left,1.0169,2018,Q2,medium,295,True
ΣΥΡΙΖΑ,left_right_group,left,67.4576,2018,Q2,medium,295,True
Χρυσή Αυγή,left_right_group,left,1.3559,2018,Q2,medium,295,True
other_party,left_right_group,right,9.0517,2018,Q2,medium,232,True
ΑΝΕΛ,left_right_group,right,1.2931,2018,Q2,medium,232,True
Ελληνική Λύση,left_right_group,right,4.3103,2018,Q2,medium,232,True
ΝΔ,left_right_group,right,53.0172,2018,Q2,medium,232,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,right,0.431,2018,Q2,medium,232,True
ΣΥΡΙΖΑ,left_right_group,right,4.7414,2018,Q2,medium,232,True
Χρυσή Αυγή,left_right_group,right,27.1552,2018,Q2,medium,232,True
other_party,previous_vote_party,other_party,21.3376,2018,Q2,high,314,True
Ένωση Κεντρώων,previous_vote_party,other_party,2.2293,2018,Q2,high,314,True
Ελληνική Λύση,previous_vote_party,other_party,1.9108,2018,Q2,high,314,True
ΚΚΕ,previous_vote_party,other_party,3.5032,2018,Q2,high,314,True
ΜέΡΑ25,previous_vote_party,other_party,0.9554,2018,Q2,high,314,True
ΝΔ,previous_vote_party,other_party,18.4713,2018,Q2,high,314,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,other_party,28.9809,2018,Q2,high,314,True
Πλεύση Ελευθερίας,previous_vote_party,other_party,1.2739,2018,Q2,high,314,True
ΣΥΡΙΖΑ,previous_vote_party,other_party,16.5605,2018,Q2,high,314,True
Χρυσή Αυγή,previous_vote_party,other_party,4.7771,2018,Q2,high,314,True
other_party,previous_vote_party,Ένωση Κεντρώων,5.5556,2018,Q2,low,18,True
Ένωση Κεντρώων,previous_vote_party,Ένωση Κεντρώων,22.2222,2018,Q2,low,18,True
ΑΝΕΛ,previous_vote_party,Ένωση Κεντρώων,5.5556,2018,Q2,low,18,True
Ελληνική Λύση,previous_vote_party,Ένωση Κεντρώων,11.1111,2018,Q2,low,18,True
ΝΔ,previous_vote_party,Ένωση Κεντρώων,50.0,2018,Q2,low,18,True
ΣΥΡΙΖΑ,previous_vote_party,Ένωση Κεντρώων,5.5556,2018,Q2,low,18,True
other_party,previous_vote_party,ΑΝΕΛ,21.9512,2018,Q2,low,41,True
Ένωση Κεντρώων,previous_vote_party,ΑΝΕΛ,4.878,2018,Q2,low,41,True
ΑΝΕΛ,previous_vote_party,ΑΝΕΛ,24.3902,2018,Q2,low,41,True
Ελληνική Λύση,previous_vote_party,ΑΝΕΛ,9.7561,2018,Q2,low,41,True
ΝΔ,previous_vote_party,ΑΝΕΛ,29.2683,2018,Q2,low,41,True
Χρυσή Αυγή,previous_vote_party,ΑΝΕΛ,9.7561,2018,Q2,low,41,True
other_party,previous_vote_party,ΚΚΕ,2.0,2018,Q2,low,50,True
Ένωση Κεντρώων,previous_vote_party,ΚΚΕ,2.0,2018,Q2,low,50,True
Ελληνική Λύση,previous_vote_party,ΚΚΕ,2.0,2018,Q2,low,50,True
ΚΚΕ,previous_vote_party,ΚΚΕ,70.0,2018,Q2,low,50,True
